0,1,2,3,4,5,6,7,8,ID
tabaco, vainilla, choco...,cereza, frutos rojos, c...,ciruela, cereza negra, ...,1187040
cereza, frutos rojos, a...,minerales, Terroso, hum...,roble, tabaco, chocolat...,2474876
roble, chocolate, tabac...,cuero, aceto balsámico,...,frutos del bosque, frut...,,1100210
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, humo,1292924
No disponible,,,No disponible,,,No disponible,,,11537962
cereza, frutos rojos, f...,roble, vainilla, tabaco,cuero, Terroso, humo,11722
cereza, frambuesa,,No disponible,,,No disponible,,,6246097
casis, cereza negra, mo...,cereza, fresa, cereza r...,roble, tabaco, vainilla,6003681
roble, tabaco, chocolat...,cereza, fresa, cereza r...,Terroso, cuero, sal,2528706
humo, Terroso, minerale...,cereza, frutos rojos, g...,pimienta, romero, anís,4191335
cereza, frutos rojos, f...,roble, vainilla, chocol...,ciruela, mora, frutos d...,7149
cereza, frutos rojos, f...,cuero, alquitrán, miner...,roble, vainilla, tabaco,1207241
fresa, cereza, frutos r...,casis, arándano, ciruel...,Terroso, hongo, humo,1565477
chocolate, roble, mezcl...,casis, fruta negra, fru...,cereza, frutos rojos, f...,11038017
arándano rojo, cereza r...,,Terroso, cuero, mineral...,café, tabaco, vainilla,10824085
No disponible,,,No disponible,,,No disponible,,,9663048
vainilla, tabaco, roble,mora, ciruela, arándano,cereza, frutos rojos, f...,1123336
frambuesa, frutos rojos...,,Terroso, hongo, suelo d...,roble, vainilla, clavo ...,6292
roble, vainilla, tabaco,mora, cereza negra, cir...,cereza, frutos rojos, f...,6120375
roble, vainilla, tabaco,fruta negra, mora, ciru...,cereza, frutos rojos, f...,76284
cuero, Terroso, humo,roble, tabaco, vainilla,ciruela, cereza negra, ...,77837
frambuesa, cereza, cere...,Terroso, gravilla tritu...,,roble, chocolate,,9528274
mora, arándano, casis,cuero, Terroso, humo,cereza, frutos rojos, f...,1136586
roble, chocolate, café,mora, ciruela, fruta ne...,frambuesa, cereza, guin...,2474718
mora, ciruela, fruta ne...,fresa, cereza, frutos r...,vainilla, roble, tabaco,3326797
ciruela, mora, fruta ne...,humo, cuero, Terroso,cereza, frambuesa, frut...,76810
cereza, frutos rojos, g...,roble, vainilla, cigarr...,Terroso, aceto balsámic...,,2830262
roble, vainilla, chocol...,casis, ciruela, arándan...,cuero, Terroso, cacao,98918
frambuesa, frutos rojos,,canela,,,banana,,,2679007
Carne de caza,,,No disponible,,,No disponible,,,1183200
No disponible,,,No disponible,,,No disponible,,,2037026
ciruela, mora, arándano,frutos rojos, fresa, fr...,pimienta, regaliz, cane...,5419918
ciruela, mora, frutos d...,frutos rojos, frambuesa...,,roble, cedro, clavo de ...,4075513
No disponible,,,No disponible,,,No disponible,,,8919213
cereza, frutos rojos, f...,vainilla, roble, chocol...,ciruela, arándano, mora,1878302
No disponible,,,No disponible,,,No disponible,,,12742008
cereza al marrasquino, ...,,chocolate, roble,,No disponible,,,2685365
mora, ciruela, fruta ne...,Terroso, cuero, humo,roble, chocolate, tabac...,7175987
cereza, frambuesa,,mermelada de baya, fram...,,melocotón, pera,,1218869
mora, arándano, frutos ...,cuero, Terroso, mineral...,roble, café,,7482504
frutos rojos, cereza, f...,No disponible,,,No disponible,,,4119837
pimienta, regaliz, anís,cereza, frutos rojos, g...,mora, fruta negra, arán...,1139242
cereza negra, mora, fru...,roble, chocolate, tabac...,cereza, frutos rojos,,2607459
vainilla, roble, chocol...,cereza, frambuesa, gros...,pimienta,,,2600822
No disponible,,,No disponible,,,No disponible,,,3246625
frambuesa,,,No disponible,,,No disponible,,,10008811
mora, arándano, frutos ...,cedro, chocolate, roble,queso,,,1120172
roble, vainilla, tabaco,fruta negra, ciruela, c...,Terroso, cuero, aceto b...,1764825
roble, vainilla, chocol...,ciruela, fruta negra, m...,humo, cuero, ceniza,14895
cereza, frutos rojos, b...,tabaco, bebida cola, ch...,ciruela, mora, fruta ne...,1748909
roble, cedro, chocolate,humo, cacao, Terroso,cereza, fresa, granada,1811702
mora, casis, ciruela,roble, vainilla,,fresa,,,1120174
roble, vainilla, tabaco,mora, fruta negra, casi...,regaliz, pimienta, cane...,2872419
cereza, frambuesa, arán...,casis, fruta negra, mor...,pimienta, canela,,4724193
ciruela, mora, casis,chocolate, tabaco, robl...,cereza, frambuesa,,1561676
cereza, frutos rojos, f...,roble, vainilla, chocol...,ciruela, mora, cereza n...,1138914
ciruela, mora, fruta ne...,Terroso, cuero, humo,frambuesa, cereza, frut...,1139538
cereza, fresa, frambues...,cuero, Terroso, humo,roble, mezcla de especi...,,14498
cereza, bebida cola de ...,,crema, queso,,mora, casis,,2388332
cereza, frutos rojos, f...,roble, vainilla, tabaco,ciruela, mora, casis,77142
frutos rojos, cereza, f...,ciruela, arándano, frut...,roble, vainilla, tabaco,1226456
arándano, cereza negra,...,tropical, mango, papaya,hongo, Terroso, mineral...,7166136
frutos del bosque, casi...,,pimienta, regaliz, rome...,tabaco, roble, clavo de...,1188530
cereza, frutos rojos, f...,mora, ciruela, fruta ne...,roble, chocolate, cedro,1218881
cereza, fresa, frambues...,pimienta, hierbas secas...,,ciruela, fruta negra, c...,7762900
cítrico,,,No disponible,,,No disponible,,,9578205
casis, casis,,trufa negra,,,No disponible,,,9663041
roble, vainilla, cedro,frutos rojos, cereza, f...,mora, arándano, ciruela,1164191
cereza, frutos rojos, f...,roble, cedro, caramelo,ciruela, arándano, frut...,1242059
cereza, frutos rojos, f...,Terroso, cuero, humo,mora, ciruela, arándano,1808511
No disponible,,,No disponible,,,No disponible,,,1841728
No disponible,,,No disponible,,,No disponible,,,7562727
mora, arándano, mermela...,cereza,,,No disponible,,,4672771
roble, tabaco, clavo de...,cereza, frambuesa,,humo, cuero, hongo,9855254
roble, vainilla, chocol...,ciruela, mora, cereza n...,cereza, frutos rojos, a...,1210435
roble, vainilla, tabaco,cereza, frutos rojos, f...,mora, cereza negra, fru...,1616
No disponible,,,No disponible,,,No disponible,,,12968528
roble, vainilla, tabaco,mora, ciruela, cereza n...,Terroso, cuero, tiza,1128845
cuero, Terroso, hongo,fruta negra, arándano, ...,cedro, tabaco dulce, va...,1549317
roble, vainilla, tabaco,mora, ciruela, casis,carbón de leña, Terroso...,,98956
mezcla de especias para...,,,mora, ciruela,,fresa,,,7229061
mora, casis, ciruela,roble, vainilla, tabaco,frutos rojos, cereza, c...,1162928
roble, vainilla, chocol...,ciruela, frutos del bos...,,cereza, frambuesa, frut...,1479859
No disponible,,,No disponible,,,No disponible,,,11921789
fruta negra, ciruela, m...,roble, vainilla, tabaco,cereza, frutos rojos, f...,1552223
ciruela, cereza negra, ...,chocolate, roble,,cuero,,,2258843
cereza, cereza roja, fr...,Terroso, cuero, hojas s...,cereza negra, ciruela, ...,11205
roble, vainilla, eneldo,ciruela, frutos del bos...,,fresa, cereza, granada,4248496
roble, vainilla, tabaco,mora, ciruela, fruta ne...,cuero, Terroso, humo,1234768
minerales, Terroso, sue...,cereza, frambuesa, arán...,mora, casis,,1215029
roble, caramelo, vainil...,frambuesa, frutos rojos...,,Terroso, cuero, humo,2054820
chocolate, roble, vaini...,fruta negra, mora, arán...,cereza, frutos rojos, c...,3674494
cereza, frutos rojos, f...,ciruela, mora, fruta ne...,pimienta, menta, regali...,9228900
frambuesa, frutos rojos,,frutos del bosque,,,No disponible,,,8375725
queso, queso,,ciruela, mulberry,,cereza,,,6328686
cereza,,,No disponible,,,No disponible,,,9602539
roble, vainilla, chocol...,cereza, frutos rojos, f...,ciruela, casis, fruta n...,4809734
mora, ciruela, cereza n...,roble, tabaco, vainilla,Terroso, alquitrán,,2026479
roble, vainilla, café,ciruela, mora, fruta ne...,cereza, frambuesa, frut...,1445814
ciruela, mora, casis,suelo del bosque, cuero...,,cereza, frambuesa, cere...,3994366
roble, vainilla, café,mora, frutos del bosque...,,cuero, aceto balsámico,...,1138906
frutos del bosque, ciru...,,grosella roja,,,miel,,,2257554
manzana,,,naranja,,,solución salina,,,1622020
roble, tabaco, chocolat...,cuero, Terroso, humo,casis, ciruela, mora,1174557
cereza, frutos rojos, f...,ciruela, fruta negra, c...,roble, vainilla, chocol...,1126590
ciruela, fruta negra, f...,hierbas verdes, pimient...,,Terroso,,,4031091
roble, vainilla, chocol...,mora, frutos del bosque...,,cuero, humo, Terroso,1404492
roble, tabaco, café,cereza, grosella roja, ...,mora, cereza negra, fru...,2269467
frutos del bosque, frut...,,vainilla, tabaco, roble,pimienta, mentol, eucal...,1301112
mora, ciruela, fruta ne...,vainilla, roble, tabaco,Terroso, cuero, suelo d...,4604187
mora, cereza negra, ará...,cacao, cuero,,chocolate amargo, roble...,,1546647
roble, vainilla, cedro,mora, frutos del bosque...,,cereza, frutos rojos, f...,1219007
cereza, fresa fresca,,roble, tabaco,,humo,,,9446661
vainilla, roble, pimien...,ciruela, fruta negra, c...,cereza, frambuesa, fres...,5769769
vainilla, roble, carame...,cereza, frambuesa, frut...,cereza negra, ciruela, ...,3534054
No disponible,,,No disponible,,,No disponible,,,10845337
cereza, frambuesa, frut...,roble, vainilla, chocol...,humo, Terroso, cuero,5402116
regaliz, menta,,mora, casis,,frutos rojos, arándano ...,,9611627
cereza, frutos rojos, f...,grasa de tocino, miel, ...,regaliz, pimienta,,2552079
vainilla, chocolate, ro...,mora, ciruela, fruta ne...,cuero, hongo, cacao,3316230
No disponible,,,No disponible,,,No disponible,,,10929174
mora, frutos del bosque...,,cuero, Terroso, grafito,roble, tabaco, cedro,1141992
chocolate, roble, vaini...,cuero, minerales, aceto...,ciruela, arándano, cere...,8958138
roble, vainilla, chocol...,ciruela, fruta negra, c...,Terroso, cuero, humo,2185794
mermelada de mora, frut...,,roble, mezcla de especi...,,fresa, cereza, frambues...,1986359
Terroso, hierro, humo,mora, cereza negra, ará...,cereza, frutos rojos, c...,1306903
tabaco, vainilla, roble,ciruela, frutos del bos...,,Terroso, cuero, ceniza,8051266
humo, minerales, ceniza,incienso, nuez moscada,...,fruta negra, cereza neg...,,1663365
mora, frutos del bosque...,,roble, tabaco, vainilla,humo, cuero, Terroso,779155
cereza, fresa, frambues...,mazapán,,,regaliz, pimienta,,1191213
ciruela, frutos del bos...,,Terroso, cuero, cacao,roble, tabaco, vainilla,3836162
fresa, frambuesa,,mermelada,,,tomate,,,11232782
vainilla, chocolate, ch...,cereza negra, fruta neg...,,brioche,,,9354813
roble, vainilla, café,cuero, Terroso, grafito,canela, menta,,2088546
violeta,,,No disponible,,,No disponible,,,10789865
cuero, Terroso, humo,casis, cereza negra, ac...,café, roble, chocolate ...,2267882
roble, chocolate, tabac...,cuero, alquitrán, miner...,cereza, frutos rojos, a...,1254297
tabaco, vainilla, choco...,cuero, Terroso, humo,fruta negra, frutos del...,,1105800
cacao, minerales, piedr...,tabaco, vainilla, roble,pimienta, regaliz, ajed...,2489270
ciruela, mora, frutos d...,roble, tabaco, vainilla,cereza, frambuesa, fres...,1162093
roble, vainilla, chocol...,cereza, frutos rojos, f...,ciruela, fruta negra, m...,1564268
Terroso, cuero, humo,frutos rojos, fresa, ce...,pimienta, pimienta blan...,,4630455
Terroso, cuero, mineral...,frutos rojos, cereza, a...,roble, vainilla, tabaco,1247805
roble, vainilla, tabaco,arándano, ciruela, mora,cuero, Terroso, humo,1206468
arándano, fruta negra, ...,cereza, arándano rojo, ...,chocolate, roble, tabac...,1425894
roble, vainilla,,fruta negra, mora,,frutos rojos,,,1503397
roble, vainilla, tabaco,mora, frutos del bosque...,,cuero, humo, Terroso,6919221
roble, chocolate, vaini...,ciruela, cereza negra, ...,Terroso, cuero, humo,1222989
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, Terroso, humo,88830
roble, chocolate, vaini...,ciruela, fruta negra, m...,Terroso, cacao, cuero,2106047
roble, tabaco, cedro,mora, ciruela, casis,cuero, Terroso, humo,1159325
cereza, frambuesa, frut...,Terroso, cuero, humo,roble, tabaco, vainilla,1368497
frambuesa, cereza, cere...,suelo del bosque, miner...,,roble, clavo de olor, e...,7553865
roble, chocolate, tabac...,cuero, Terroso, humo,fruta negra, frutos del...,,9048340
mora, fruta negra, ciru...,cuero, Terroso, hierro,roble, chocolate, vaini...,2550311
roble, vainilla, café,ciruela, mora, fruta ne...,cereza, frutos rojos, f...,1986213
cereza, frambuesa, ciru...,vainilla, chocolate, ca...,aceto balsámico, cuero,...,1302124
frambuesa, fresa, cerez...,Terroso, cuero, humo,vainilla, roble, manteq...,5456501
roble, chocolate, café ...,fruta negra, mora, ciru...,cuero, humo, Terroso,3078498
roble, vainilla, chocol...,mora, ciruela, frutos d...,cuero, Terroso, mineral...,1607666
roble, vainilla, chocol...,ciruela, casis, fruta n...,frutos rojos, cereza, f...,1990641
cuero, Terroso, mineral...,cereza, frutos rojos, f...,cereza negra, ciruela, ...,2196606
fresa, frambuesa, cerez...,Terroso, hongo, mineral...,roble, mezcla de especi...,,2092454
frambuesa, cereza roja,...,roble, vainilla, chocol...,Terroso, humo, suelo de...,2014863
menta, pimienta, anís,cereza, jarabe para la ...,,cuero, Terroso, suelo d...,8781178
roble, chocolate, tabac...,ciruela, casis, fruta n...,cereza, frutos rojos, f...,1220668
frambuesa, frutos rojos...,,roble, vainilla, cedro,Terroso, hongo, suelo d...,1208345
ciruela, casis, mulberr...,roble, cedro, vainilla,cuero, Terroso, hoja de...,3803275
mora, fruta negra, cere...,chocolate, roble, vaini...,pimienta, hierbas verde...,,5688548
mora, fruta negra, ciru...,frutos rojos, arándano ...,,humo, cuero, aceto bals...,8573665
roble, vainilla, café,Terroso, minerales, hoj...,fruta negra, mora, casi...,2273688
mora, ciruela, frutos d...,roble, vainilla, chocol...,Terroso, cuero, humo,81648
cereza, arándano rojo, ...,mora, casis, zarza,roble, chocolate, cigar...,2128739
ciruela, mora, casis,roble, vainilla, cedro,cuero, hoja de tabaco,,8924060
hongo, grasa de tocino,...,frambuesa, cereza,,manzana, pera,,3292606
roble, chocolate, tabac...,ciruela, mora, fruta ne...,cuero, minerales, humo,99978
arándano rojo, fresa, c...,regaliz, matcha,,pomelo, naranja,,3375753
Terroso, cuero, mineral...,frambuesa, frutos rojos...,,pimienta, menta,,1578986
No disponible,,,No disponible,,,No disponible,,,4460668
cereza, frutos rojos, f...,minerales, Terroso, ace...,casis, mora, mermelada,1991745
cereza, granada, frambu...,Terroso, maleza,,hinojo, ajedrea,,6319919
frambuesa, cereza, fres...,pimienta, bergamota, aj...,Terroso, suelo del bosq...,,5109651
frutos rojos, cereza, f...,Terroso, hongo, mineral...,roble, mezcla de especi...,,1167025
roble, vainilla, clavo ...,mora, casis, cereza neg...,regaliz, pimienta, ment...,1383843
cereza, frutos rojos, f...,ciruela, frutos del bos...,,roble, vainilla, tabaco,1178548
cuero, humo, Terroso,mora, arándano, ciruela,clavo de olor, roble, c...,1194912
mora, ciruela, frutos d...,roble, tabaco, vainilla,Terroso, cuero, humo,1703662
frutos rojos, fresa, ce...,Terroso, cuero, humo,tabaco, roble, chocolat...,1268540
roble, vainilla, tabaco,arándano, mora, fruta n...,frambuesa, cereza, frut...,1584824
aceto balsámico, humo, ...,caramelo, vainilla, cho...,cereza, cerezo ácido, g...,1561509
roble, chocolate, vaini...,mora, ciruela, casis,cuero, Terroso, humo,1695529
cuero, Terroso, hongo,cereza, frambuesa, frut...,roble, tabaco, vainilla,1313930
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, Terroso, humo,1849316
Terroso, cacao, cuero,roble, chocolate, cedro,arándano, ciruela, mora,1387642
humo,,,No disponible,,,No disponible,,,4755183
roble,,,cereza roja, frutos roj...,,mora,,,7447652
roble, vainilla, tabaco,frutos rojos, cereza, f...,cuero, minerales, humo,1161703
roble, vainilla, manteq...,Terroso, aceto balsámic...,,arándano, cereza negra,...,1283559
roble, vainilla, clavo ...,mora, arándano, frutos ...,aceto balsámico, Terros...,,5023424
mora, ciruela, arándano,cereza, frambuesa, arán...,cuero, aceto balsámico,...,2743667
roble, tabaco, café moc...,casis, ciruela, fruta n...,Terroso, humo, cuero,1112324
roble, vainilla, chocol...,mora, ciruela, arándano,cuero, humo, Terroso,1390045
cereza, fresa, frutos r...,Terroso, cuero, mineral...,pimienta, regaliz, cane...,1370085
mora, ciruela, fruta ne...,roble, vainilla, chocol...,cuero, Terroso, mineral...,1138069
cereza, fresa, frutos r...,Terroso, cuero, alquitr...,roble, tabaco, vainilla,1100122
chocolate, roble, tabac...,ciruela, cereza negra, ...,pasas de uva, ciruela p...,,1169408
roble, mezcla de especi...,,humo, Carne adobada, Te...,canela, mentol, anís,2064308
Terroso, cuero, aceto b...,vainilla, roble, tabaco,cereza roja, frutos roj...,,5439116
mora, fruta negra, merm...,cuero, humo, aceto bals...,cereza, arándano rojo, ...,1756697
cereza, fresa, arándano...,roble, vainilla, tabaco,Terroso, cuero, mineral...,20812
cereza, frutos rojos, f...,cuero, Terroso, hongo,chocolate, tabaco, clav...,2789485
fresa, frambuesa, fruto...,cuero, hongo, Terroso,roble, nuez moscada, ch...,3537180
cuero, Terroso, humo,cereza, frutos rojos, f...,roble, tabaco, vainilla,1786303
cuero, humo, hierro,cereza, frutos rojos, f...,mora, frutos del bosque...,,1282050
roble, tabaco, vainilla,cereza, frutos rojos, f...,cuero, Terroso, hongo,18794
miel, cuero, minerales,pimienta, canela, oréga...,roble, vainilla,,5584703
roble, tabaco, cedro,mora, casis, casis,cuero, Terroso, humo,1172448
roble, vainilla, chocol...,ciruela, mora, cereza n...,cuero, Terroso, humo,2125643
No disponible,,,No disponible,,,No disponible,,,8621309
No disponible,,,No disponible,,,No disponible,,,8537255
roble, tabaco, vainilla,mora, ciruela, fruta ne...,cereza, frutos rojos, f...,82725
cereza, frutos rojos, f...,roble, tabaco,,mora, mulberry, cereza ...,2122544
mora, ciruela, arándano,pimienta, salvia, regal...,cuero, Terroso, humo,2689759
cuero, Terroso, hongo,fruta negra, mora, casi...,roble, tabaco, chocolat...,1804061
cereza negra, mora, fru...,pimienta, regaliz, ment...,roble, chocolate, tabac...,1209957
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, humo, Terroso,79962
frambuesa, cereza, fres...,Terroso, minerales, hon...,arándano, zarza, mirtil...,1389005
frambuesa, cereza roja,...,Terroso, humo, minerale...,canela, regaliz, pimien...,4426422
